Gene names;LFQ intensity BUL_103;LFQ intensity BUL_30;LFQ intensity BUL_40;LFQ intensity BUL_47;LFQ intensity BUL_48;LFQ intensity BUL_5;LFQ intensity BUL_82;LFQ intensity BUL_90;LFQ intensity BUL_91;LFQ intensity MUL_11;LFQ intensity MUL_12;LFQ intensity MUL_22;LFQ intensity MUL_33;LFQ intensity MUL_54;LFQ intensity MUL_61;LFQ intensity MUL_78;LFQ intensity UL_1;LFQ intensity UL_15;LFQ intensity UL_21;LFQ intensity UL_34;LFQ intensity UL_4;LFQ intensity UL_50;LFQ intensity UL_51;LFQ intensity UL_6;Razor + unique peptides;Unique peptides;Q-value;Score;Intensity;MS/MS count;Protein IDs;Majority protein IDs;Protein names;Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12
MYH10;27.62331;24.14981;27.40056;20.49892;27.4574;21.4366;26.02357;26.44692;26.65267;26.04431;22.95337;26.16141;26.43098;26.81836;26.79266;25.89391;27.26723;25.40031;24.35427;27.52761;26.41732;24.2759;21.04753;26.43498;148;2;0;323.31;28741000000;1380;"P35580-2;P35580-4";"P35580-2;P35580-4";Myosin-10;;;;;;;;;;;;
MYH11;25.27217;21.26;24.88413;21.70121;31.26293;25.63101;24.26069;27.75659;25.18242;23.12123;20.27128;23.93031;22.58236;23.28602;27.61765;22.0347;29.64816;20.62203;20.88166;31.51475;25.66232;20.6136;19.90479;25.68971;202;0;0;323.31;1.1411E+11;1932;"P35749;B1PS43";"P35749;B1PS43";Myosin-11;;;;;;;;;;;;
MYH14;27.57485;23.05417;26.40656;22.28782;27.47785;24.12794;24.53154;26.04943;27.16039;25.75218;24.41106;29.0583;27.77681;26.39779;28.83762;25.52609;24.01069;27.08243;26.2906;27.48178;26.33376;23.79134;20.69456;27.87789;159;92;0;323.31;45326000000;1805;"Q7Z406-6;Q7Z406-2;Q7Z406;Q7Z406-4;Q7Z406-5;M0QY43;A0A0C4DFM8";"Q7Z406-6;Q7Z406-2;Q7Z406;Q7Z406-4;Q7Z406-5";Myosin-14;;;;;;;;;;;;
MYH9;31.04394;28.68505;29.79082;28.5142;31.06599;29.41482;29.51294;30.2286;30.23911;28.19761;28.25079;30.88358;30.82934;29.99091;32.60834;28.34591;30.31376;29.40243;29.8028;30.85712;29.22488;28.60134;25.71054;29.81543;253;213;0;323.31;4.6212E+11;7336;"P35579;P35579-2;Q5BKV1;B1AH99;P12883;P12882;Q9UKX2;P13535;A7E2Y1;REV__Q9UKV3-5;A0A087X0T3";"P35579;P35579-2";Myosin-9;;;;;;;;;;;;
MYL12A;27.23571;25.09708;25.90316;24.53457;27.5708;25.65862;25.92103;27.48815;26.79179;24.74119;24.95447;28.1532;27.40381;25.68611;28.28299;24.12155;25.66825;24.998;24.8446;29.37615;24.56104;25.03771;23.04282;25.18139;16;1;0;323.31;31748000000;499;"P19105;J3QRS3;J3KTJ1";"P19105;J3QRS3";Myosin regulatory light chain 12A;;;;;;;;;;;;
MYL3;24.36846;19.65311;18.2947;16.82307;24.43606;22.09716;23.36586;23.29922;22.49624;23.42739;22.58109;25.48508;24.92334;17.8756;25.74817;18.47945;23.96728;21.76259;22.29508;25.87267;21.29328;22.4715;20.26922;22.61124;2;0;0;103.55;4973600000;78;P08590;P08590;Myosin light chain 3;;;;;;;;;;;;
MYL6;27.46762;26.46812;26.98544;25.85327;27.96246;27.70912;26.54181;27.64368;26.99129;26.67223;26.6102;28.71771;28.32298;26.94291;28.85153;26.17733;27.97416;26.98544;27.06958;29.96306;26.58147;26.43957;24.80494;26.7758;13;1;0;323.31;55222000000;555;"P60660;F8W1R7;G3V1V0;J3KND3;B7Z6Z4;G3V1Y7";"P60660;F8W1R7;G3V1V0;J3KND3;B7Z6Z4;G3V1Y7";Myosin light polypeptide 6;;;;;;;;;;;;
MYLK;23.02748;22.23105;21.60653;21.73814;23.68153;22.0212;21.85152;21.84372;21.53583;20.84537;20.3909;18.92911;20.41514;21.45247;20.00813;20.16754;21.77326;20.40761;21.28844;23.41209;22.74843;18.74642;16.93461;19.92765;31;31;0;75.859;1154300000;123;"Q15746;Q15746-4;Q15746-2;Q15746-3;Q15746-6;Q15746-5;Q15746-11;Q15746-7;Q15746-9;D6R9C2;Q15746-10;Q15746-8";"Q15746;Q15746-4;Q15746-2;Q15746-3;Q15746-6;Q15746-5;Q15746-11;Q15746-7;Q15746-9";"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form";;;;;;;;;;;;
MYO18A;22.18032;18.98954;23.38522;20.02242;23.19203;21.2092;22.50661;21.40229;22.36664;21.61504;19.70241;24.27213;23.55836;20.36421;23.83769;21.82334;23.8098;20.79939;20.41452;23.82765;21.43125;19.70681;17.76964;21.72426;61;61;0;203.63;2067900000;168;"Q92614;Q92614-4;A0A0D9SFK2;Q92614-3;Q92614-2;Q92614-5;H0YEV9";"Q92614;Q92614-4;A0A0D9SFK2;Q92614-3;Q92614-2;Q92614-5";Unconventional myosin-XVIIIa;;;;;;;;;;;;
MYO1B;24.90003;21.63037;27.50142;22.97677;24.17226;18.4467;25.6949;23.98303;24.65949;25.41654;21.5595;20.94335;23.56616;25.02602;21.59855;25.34425;27.01956;20.58141;23.00631;24.08982;24.30124;23.9736;19.72765;24.46855;61;58;0;323.31;11558000000;461;"O43795;E9PDF6;O43795-2;E7EQD9;H7C2Y7;C9JYW1;C9JUP5;A0A0U1RRI3;C9K0I9";"O43795;E9PDF6;O43795-2";Unconventional myosin-Ib;;;;;;;;;;;;
MYO1C;27.10039;25.18143;28.81008;26.31455;27.55017;25.46837;27.43086;27.30895;27.21243;28.72446;25.98659;25.59798;26.13706;27.04343;24.97242;28.8106;29.02396;23.57946;25.63727;26.58949;26.85079;27.02559;25.2379;26.32129;90;1;0;323.31;52228000000;1373;O00159-3;O00159-3;Unconventional myosin-Ic;;;;;;;;;;;;
MYO1D;25.28051;20.32795;27.27489;23.98364;25.15306;22.95291;25.33811;25.12364;24.61178;26.54779;24.1292;24.39513;25.12459;24.81651;23.64823;26.63865;27.06753;20.03093;23.98311;24.98237;23.4501;24.92927;20.43837;23.98259;80;79;0;323.31;14198000000;677;"O94832;K7EIG7;J3QRN6;J3KRL0;J3QRR2";"O94832;K7EIG7;J3QRN6";Unconventional myosin-Id;;;;;;;;;;;;
MYO1E;24.25241;19.57108;22.68078;20.62444;23.68763;21.041;22.93866;21.54033;23.10805;21.10936;17.80661;21.24313;20.56616;21.81127;20.92231;23.69381;21.65618;22.42263;22.26473;24.2622;22.5249;21.20812;15.05638;22.73068;42;35;0;154.64;1959600000;145;"Q12965;H0YNQ8;H0YN00;H0YLE5;H0YLJ4";Q12965;Unconventional myosin-Ie;;;;;;;;;;;;
MYO1F;21.31639;18.54694;19.55001;21.46294;20.52382;22.76245;20.95829;19.74097;19.62508;19.61601;19.23319;20.20586;19.9798;17.54375;17.53363;19.14288;21.30446;22.64768;22.07215;22.63903;19.88594;20.26029;15.46836;19.90971;22;22;0;55.906;469000000;43;"O00160;M0QXU2;M0QY89;Q8N1T3;Q8N1T3-3;M0QXE0";O00160;Unconventional myosin-If;;;;;;;;;;;;
MYO1G;20.21478;18.62555;18.41823;22.47596;19.64445;20.32003;20.29075;17.88768;18.78232;18.06382;17.79956;21.81828;21.31313;19.32972;18.94312;19.809;24.01299;21.43064;18.85163;22.29384;19.11429;20.08096;18.73727;19.80404;29;29;0;81.273;710070000;95;"B0I1T2;B0I1T2-4;B0I1T2-3;F8WEW9;B0I1T2-2";"B0I1T2;B0I1T2-4";"Unconventional myosin-Ig;Minor histocompatibility antigen HA-2";;;;;;;;;;;;
MYO5B;21.93578;18.59431;21.77511;19.69146;20.36602;19.92586;22.20434;19.95134;21.414;21.67107;21.03825;19.41745;19.77751;19.70399;19.48282;22.14177;22.12275;18.17415;19.85463;22.01798;19.1834;20.65088;18.8188;19.98036;31;31;0;44.372;589420000;76;"Q9ULV0;Q7Z7A5;A0A0A0MR36;Q9ULV0-2;Q9ULV0-3;K7EPI3";"Q9ULV0;Q7Z7A5";Unconventional myosin-Vb;;;;;;;;;;;;
MYO5C;22.10105;19.22578;23.88418;21.23713;22.03604;19.63943;22.15632;20.60531;21.71125;22.52719;20.64412;19.08543;21.76915;22.01907;19.66924;22.63403;22.11016;20.04313;21.44965;22.47256;20.65009;22.41462;14.8405;21.18132;46;42;0;116.11;1173100000;125;"Q9NQX4;Q9NQX4-2;H0YMK3;H0YM96;H0YM93";Q9NQX4;Unconventional myosin-Vc;;;;;;;;;;;;
MYO6;25.19892;19.99424;26.76281;21.20066;24.40711;22.84533;25.54197;22.95447;24.61409;25.38883;23.08466;23.54345;24.22979;24.31866;23.82474;24.89758;24.44771;20.9407;24.92714;23.77203;25.15515;25.57963;17.89959;24.01844;70;2;0;323.31;9064700000;517;"Q9UM54-6;Q9UM54;Q9UM54-4;A0A0D9SGC1;E7EW20;Q9UM54-1";"Q9UM54-6;Q9UM54;Q9UM54-4;A0A0D9SGC1;E7EW20;Q9UM54-1";Unconventional myosin-VI;;;;;;;;;;;;
MYOF;27.84284;24.2974;28.7714;26.17607;27.63263;26.83485;28.50302;27.1755;27.66445;27.6013;26.85543;26.35173;26.89897;28.10265;25.92974;27.88297;27.94537;25.13159;26.12378;26.78082;27.68171;28.37314;24.38212;26.95349;161;159;0;323.31;61397000000;2430;"Q9NZM1;Q9NZM1-6;Q9NZM1-3;Q9NZM1-2;Q9NZM1-5;H0YD14;Q9NZM1-7;Q9NZM1-8;Q9NZM1-4;REV__H0YEL7;REV__P24752";"Q9NZM1;Q9NZM1-6;Q9NZM1-3;Q9NZM1-2;Q9NZM1-5;H0YD14";Myoferlin;;;;;;;;;;;;
NAA15;21.28433;21.15289;19.98078;19.48277;20.48581;17.50764;21.17883;20.45934;20.728;19.3885;17.64404;20.9369;20.94263;19.21632;22.71211;19.11728;19.73355;20.51239;21.53777;20.85201;21.57593;17.87468;15.78557;18.88951;23;19;0;30.758;491150000;56;"Q9BXJ9;A0A0B4J1W3;Q9BXJ9-4";"Q9BXJ9;A0A0B4J1W3;Q9BXJ9-4";N-alpha-acetyltransferase 15, NatA auxiliary subunit;;;;;;;;;;;;
NAGK;23.45976;22.75693;23.54663;22.53685;22.81689;23.48259;23.42047;23.30187;22.77262;22.96005;22.86352;23.28461;24.90582;21.86556;26.28572;22.19424;21.87549;23.22832;23.43555;22.59948;22.68876;19.24512;18.90024;21.20896;23;23;0;270.58;3823500000;205;"Q9UJ70;H7C3G9;Q9UJ70-2;C9JEV6;H7C286;H7C1L7;H0YEB7;E9PPU6;H0YE82;H0YC94;H0YF44";"Q9UJ70;H7C3G9;Q9UJ70-2;C9JEV6;H7C286";N-acetyl-D-glucosamine kinase;;;;;;;;;;;;
NAMPT;24.52055;24.1536;24.14133;25.2947;23.87427;25.83294;24.19543;23.88138;23.76395;23.44847;23.94824;26.31931;26.05055;23.08432;27.81598;23.04168;24.1255;26.78032;25.95394;25.2352;23.4215;23.4086;21.70906;24.32052;37;37;0;323.31;12654000000;361;"P43490;A0A0C4DFS8;C9JG65;C9JF35";"P43490;A0A0C4DFS8";Nicotinamide phosphoribosyltransferase;;;;;;;;;;;;
NANS;24.52361;24.29025;24.1474;21.44985;23.31838;22.46931;24.6725;24.32375;24.56046;21.63644;23.93787;22.98675;23.0219;23.49814;23.81627;23.5386;21.6301;23.69339;25.37792;22.05748;24.0431;19.03976;21.57288;22.70159;19;19;0;307.42;3262200000;177;"Q9NR45;Q5TBR1;Q5TBR0";Q9NR45;Sialic acid synthase;;;;;;;;;;;;
NAP1L1;23.12482;23.87998;21.25609;20.10674;23.43046;21.14712;24.01606;22.9856;23.50349;21.07998;19.80667;22.20857;20.97925;20.87004;21.32904;18.46478;21.39958;22.20848;21.9544;21.66718;23.58291;20.41967;19.64853;22.87661;9;1;0;179.39;1995900000;74;"P55209;F8VY35;F5H4R6;H0YIV4;P55209-2;F8W020;F8W0J6;H0YH88;H0YHC3;F8W543;F8VXI6;F8VUX1;F8VVB5";"P55209;F8VY35;F5H4R6;H0YIV4;P55209-2;F8W020;F8W0J6;H0YH88;H0YHC3;F8W543;F8VXI6;F8VUX1;F8VVB5";Nucleosome assembly protein 1-like 1;;;;;;;;;;;;
NAP1L4;24.02344;24.8009;21.57607;18.48231;23.03543;21.76466;21.9929;22.23833;21.89984;21.75152;21.1077;23.11358;22.42844;22.46795;21.59017;21.06289;21.18144;21.32904;22.50945;21.82819;23.43543;21.02466;19.08465;23.06118;13;11;0;146.13;1690900000;114;"Q99733;Q99733-2;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;E9PKT8;A8MXH2;E9PP22;E9PKI2;C9J1B1;H0YCI4";"Q99733;Q99733-2;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;E9PKT8;A8MXH2";Nucleosome assembly protein 1-like 4;;;;;;;;;;;;
NAPA;23.64284;21.09938;24.13446;23.57738;23.68913;22.95745;24.20292;22.78929;23.37994;23.83557;22.56302;24.11799;23.37571;23.32745;24.51617;24.34881;23.56674;23.78656;23.01488;23.27838;22.87301;22.84155;20.76612;22.97865;25;22;0;301.73;4467400000;253;"P54920;M0R0Y2;M0R2M1;M0R0I4;M0R058;M0R213;M0R027;M0QZM9;M0QZN5;M0R031";"P54920;M0R0Y2;M0R2M1";Alpha-soluble NSF attachment protein;;;;;;;;;;;;
NAPG;21.92955;19.72545;23.27838;22.02137;21.32251;19.78087;22.10476;20.5643;21.17713;22.53652;21.00738;21.55173;21.49955;21.51788;19.66249;22.21377;21.64597;20.93496;20.05325;21.41178;19.23454;20.79567;17.92525;21.33194;17;17;0;30.393;954630000;76;"Q99747;Q99747-2;J3KTJ6;J3QS28;J3QKW4";"Q99747;Q99747-2";Gamma-soluble NSF attachment protein;;;;;;;;;;;;
NAPRT;21.92495;22.68588;21.56048;25.209;22.17408;22.30577;22.91758;22.90894;22.92588;23.29908;20.85552;23.95038;23.36653;21.88155;27.21651;22.62883;21.61261;22.049;22.43571;21.11782;22.3878;18.95662;17.02768;20.31584;28;28;0;323.31;5381300000;167;"Q6XQN6;Q6XQN6-3;Q6XQN6-2;G5E977;C9J8U2;H0YF31;A0A087WUT5;H0YDA6";"Q6XQN6;Q6XQN6-3;Q6XQN6-2;G5E977;C9J8U2";Nicotinate phosphoribosyltransferase;;;;;;;;;;;;
NARS;22.34543;22.23368;22.75469;20.40914;21.92785;20.00551;23.6634;22.02174;22.07744;21.75821;21.9202;21.76259;24.07218;21.50426;26.68819;22.69886;20.37952;19.94749;19.63908;21.095;22.51449;17.69921;17.29412;18.32562;29;28;0;288.13;3563700000;173;"O43776;K7EIU7;K7EQ35;O43776-2;K7EJ19;K7EPK2;K7EMQ6";O43776;Asparagine--tRNA ligase, cytoplasmic;;;;;;;;;;;;
NCKAP1;24.06398;21.41988;24.67874;22.11591;24.30584;19.78358;24.84876;23.05121;23.56058;23.89412;21.15709;24.36246;24.19693;23.24009;25.08667;24.74725;23.4789;19.24961;22.70305;24.49149;23.98155;22.2937;19.8021;22.97858;45;43;0;323.31;5855300000;323;"Q9Y2A7;Q9Y2A7-2";"Q9Y2A7;Q9Y2A7-2";Nck-associated protein 1;;;;;;;;;;;;
NCKAP1L;21.42132;19.54579;20.22623;25.18624;20.95475;20.70658;21.37087;21.4836;18.88459;20.74337;19.84677;20.23011;22.09832;19.79543;21.0498;20.4491;23.55415;21.2331;21.94364;24.58118;19.33994;22.3121;21.38958;21.33609;22;22;0;42.864;854250000;54;"P55160;P55160-2;F8W050";"P55160;P55160-2;F8W050";Nck-associated protein 1-like;;;;;;;;;;;;
NCL;25.92352;25.23166;23.81519;22.40875;25.19686;22.59948;24.073;25.92719;25.44714;20.46842;23.56837;20.44869;20.80459;19.47241;21.27019;20.72642;20.74829;23.83123;21.25471;23.80124;24.41358;19.8862;21.33478;23.61785;26;26;0;135.35;4913800000;143;"P19338;H7BY16";"P19338;H7BY16";Nucleolin;;;;;;;;;;;;
NCSTN;22.63772;19.7926;24.08099;23.41455;22.54272;20.55974;24.41054;23.22376;23.00393;23.9671;20.64509;22.43847;20.73182;22.69245;20.03255;23.96323;24.23133;20.46732;22.05841;22.69587;23.54522;21.93571;21.75853;21.4443;12;4;0;127.6;2704000000;101;"Q92542;Q92542-2;H0Y6T7;Q5T209;Q5T210";"Q92542;Q92542-2;H0Y6T7";Nicastrin;;;;;;;;;;;;
NDRG1;24.73562;23.57508;23.10928;23.44695;24.48671;19.16608;24.21453;23.5047;23.58749;22.03601;22.13946;24.8224;24.85752;23.7602;26.55961;23.1671;23.21979;23.89125;23.95987;23.8101;23.04165;22.82367;22.75874;23.46986;16;16;0;323.31;6499400000;304;"Q92597;Q92597-3;Q92597-2;E7ESM1;E5RIR1;E5RGM5;E5RIM2;E5RJY1;E5RI76;E5RIV1;E5RJ98;E5RH82;E5RK17;E5RG99";"Q92597;Q92597-3;Q92597-2";Protein NDRG1;;;;;;;;;;;;
NDRG2;23.69848;24.23535;22.22072;20.90345;23.85262;19.15392;23.16971;23.64097;24.62511;22.04587;22.40769;23.27355;23.1209;21.65228;24.55807;21.0488;20.62248;19.89773;22.02621;22.49636;21.32586;17.12999;18.13289;21.90176;14;14;0;304.95;2043700000;146;"Q9UN36-2;Q9UN36;A0A0A0MS87;Q9UN36-6;G3V4S9;Q9UN36-3;G3V5H8;G3V578;H0YJT9;Q9UN36-4;Q9UN36-5;G3V5L7;A0A0U1RR50;G3V2I9;G3V392;G3V5G0;G3V5B7;G3V5S0;G3V271;G3V2A6;H7C0X0;G3V383;G3V239;G3V5D7;G3V3C3;G3V2Y3;G3V5G7;A0A0U1RVK7;G3V3X3;H0YJ56;G3V5A6;G3V280;G3V5V9;G3V3X2;G3V285;G3V4S2;G3V5B5;G3V5P9;G3V420;G3V2S0;G3V552;G3V3P6;G3V237;G3V4T9;G3V2T2;G3V3P1;G3V3D5;G3V358;G3V4X3;G3V3L1";"Q9UN36-2;Q9UN36;A0A0A0MS87;Q9UN36-6;G3V4S9;Q9UN36-3;G3V5H8;G3V578;H0YJT9;Q9UN36-4;Q9UN36-5;G3V5L7;A0A0U1RR50;G3V2I9";Protein NDRG2;;;;;;;;;;;;
NDRG3;26.9232;27.55457;25.33807;22.11956;25.91784;26.33867;26.14007;25.73368;25.71314;21.47526;19.58755;26.09303;23.67616;28.05035;25.2996;24.96719;25.18722;27.92603;25.96486;26.32648;26.35213;28.26924;27.19864;26.44261;8;8;0;22.818;19183000000;94;"Q9UGV2;Q9UGV2-3;Q9UGV2-2;F8WBF9;Q5TH30;Q5TH29";"Q9UGV2;Q9UGV2-3;Q9UGV2-2;F8WBF9;Q5TH30";Protein NDRG3;;;;;;;;;;;;
NDUFA4;22.07936;19.48607;21.65884;19.89027;22.20066;19.48542;19.72226;20.49209;20.93179;20.01004;20.07744;20.50853;20.27014;20.52325;19.47449;19.70936;20.59796;21.37077;20.4109;21.43074;22.45091;20.66475;15.69936;21.86068;5;5;0;11.653;669220000;25;O00483;O00483;Cytochrome c oxidase subunit NDUFA4;;;;;;;;;;;;
NDUFS1;24.47253;18.28317;21.76454;22.48065;23.32704;20.37443;21.87635;21.70371;22.87224;18.78299;19.70482;21.2502;20.52507;21.32125;21.26224;18.90166;22.04663;22.12972;21.838;21.67986;23.54875;20.8012;16.96119;21.84698;22;22;0;170.14;1601200000;97;"P28331;P28331-2;P28331-4;P28331-5;B4DJ81;P28331-3;C9JPQ5;F8WDL5";"P28331;P28331-2;P28331-4;P28331-5;B4DJ81;P28331-3";NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;;;;;;;;;;;;
NDUFS3;22.05354;18.26174;21.07261;17.39339;22.76994;18.09409;20.93409;22.72115;23.03549;17.76302;17.06242;18.88489;18.87445;20.19424;19.68659;20.42757;20.29883;20.23923;20.06171;20.78987;21.82221;20.1135;19.09772;21.01638;13;13;0;28.033;589380000;62;"O75489;E9PS48;O75489-2;G3V194;E9PKL8";O75489;NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial;;;;;;;;;;;;
NEK9;22.30321;21.93272;20.83082;18.47515;21.74735;20.62872;22.48397;20.79408;20.98545;19.14758;19.26609;20.11769;20.22659;20.38743;21.26064;18.43468;19.6962;19.94792;21.7469;22.53517;22.75662;20.28625;14.57167;21.41839;23;23;0;156.28;788940000;75;"Q8TD19;G3V459;G3V2Z5;G3V5V0;REV__Q5SQT3;REV__Q9P0M6";Q8TD19;Serine/threonine-protein kinase Nek9;;;;;;;;;;;;
NFKB1;22.69113;23.13247;20.64843;19.28245;22.1404;16.84509;22.41046;21.19093;21.55679;20.74444;19.36059;22.83457;22.23882;21.03349;22.80784;20.71515;21.33505;21.73814;21.37369;23.26141;21.68089;19.23706;17.5817;22.00724;23;23;0;115.2;1259100000;120;"P19838;P19838-2;P19838-3;D6RH30;D6RF93;D6RC45";"P19838;P19838-2;P19838-3";"Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit";;;;;;;;;;;;
NIT1;20.75132;21.05358;21.17499;21.51759;19.86573;22.35821;20.18653;20.58334;21.08037;20.79503;21.51311;19.32742;21.47507;19.921;23.18277;19.59448;19.74401;21.42168;21.11178;20.57496;21.77836;19.19477;19.99948;21.09918;14;14;0;23.824;577360000;46;"Q86X76-2;Q86X76;Q86X76-4;Q86X76-3;Q86X76-5";"Q86X76-2;Q86X76;Q86X76-4;Q86X76-3";Nitrilase homolog 1;;;;;;;;;;;;
NIT2;22.2307;22.45287;22.46276;21.16411;22.11842;21.77233;22.4676;23.01584;22.38877;22.56688;22.21629;19.89492;20.80444;20.09867;20.55;22.20341;21.88632;22.07503;21.54877;21.31241;20.1841;20.99445;18.27987;20.9631;18;18;0;76.439;997740000;101;"Q9NQR4;H7C579;F8WF70";"Q9NQR4;H7C579";Omega-amidase NIT2;;;;;;;;;;;;
"NME2;NME1-NME2;NME1";24.67331;24.06143;24.88446;24.70372;24.22773;21.93808;25.74853;24.20389;24.31251;24.91214;24.9237;24.4954;24.27192;24.58233;24.24416;24.4186;25.30654;23.9679;25.04402;23.56976;25.06118;24.28411;22.91496;24.22089;17;8;0;323.31;8720400000;278;"P22392-2;Q32Q12;P22392;J3KPD9;E7ERL0;F6XY72;O60361";"P22392-2;Q32Q12;P22392;J3KPD9;E7ERL0";"Nucleoside diphosphate kinase B;Nucleoside diphosphate kinase";;;;;;;;;;;;
NNMT;21.45548;19.08762;22.70217;21.40546;22.54498;18.24099;20.75613;18.08641;21.9895;21.4703;23.31188;20.51307;19.96677;21.92528;20.3274;24.30013;23.54369;22.44599;20.58059;21.059;20.92875;23.65152;18.41689;20.11726;11;11;0;76.844;1239300000;64;P40261;P40261;Nicotinamide N-methyltransferase;;;;;;;;;;;;
NNT;22.10847;17.93729;21.60946;20.19508;22.73901;20.49306;20.09029;20.94728;21.71683;19.39099;20.35993;19.50393;20.26282;21.98746;19.4908;18.89745;20.50659;22.66245;20.92615;20.20419;22.3121;20.61315;18.02691;21.81964;22;22;0;65.866;644150000;55;"Q13423;E9PCX7;D6RAI5;D6RHU2;D6RCR6;H0Y8P5";"Q13423;E9PCX7";NAD(P) transhydrogenase, mitochondrial;;;;;;;;;;;;
NOMO1;23.64636;16.04153;20.98231;21.11972;23.31797;19.75714;22.37512;21.80908;21.69575;18.77767;18.80149;20.05815;17.65368;21.23555;19.74827;20.14171;20.96367;20.99431;20.045;21.38169;24.14048;20.45312;16.91455;21.94835;27;1;0;76.692;1182500000;96;"Q15155;A0A0G2JN29;A0A087X117;A0A0G2JP90;A0A087WW46;H3BUC9;H3BPS9;I3L0Q6;H3BTW1";"Q15155;A0A0G2JN29;A0A087X117;A0A0G2JP90;A0A087WW46";Nodal modulator 1;;;;;;;;;;;;
NONO;21.94399;19.53469;21.72075;16.89808;23.37079;22.11216;22.53048;22.27515;23.26571;19.27642;19.68475;22.58408;22.02235;21.4065;22.23242;21.10559;18.44683;23.3332;21.98666;20.60395;22.42049;20.46304;20.18483;20.85575;21;20;0;101.99;1166200000;77;"Q15233;Q15233-2;C9JYS8;H7C367;C9IZL7;C9J4X2";"Q15233;Q15233-2;C9JYS8;H7C367";Non-POU domain-containing octamer-binding protein;;;;;;;;;;;;
NPEPPS;23.28912;25.94833;24.32127;26.01986;23.02629;23.576;25.67963;23.15865;22.80375;23.41028;23.73169;24.57929;23.47023;22.74055;24.76035;23.9589;24.08383;21.46658;24.83918;23.18778;23.65042;21.69579;20.58802;22.2729;45;45;0;323.31;8498900000;315;"P55786;E9PLK3;P55786-2;A6NEC2;E9PP11;H0YDG0;A6NEC2-2;E9PJ74;E9PJY4;E9PPD4;E9PRQ5;A6NEC2-3;H0YCQ5;E9PI82;E9PJF9;E9PPZ2";"P55786;E9PLK3;P55786-2";Puromycin-sensitive aminopeptidase;;;;;;;;;;;;
NPM1;24.67147;24.28503;22.87055;18.71293;23.67853;23.73665;21.84732;25.00945;25.10937;19.60928;23.0299;24.76025;21.28574;21.13802;22.61396;21.98652;21.37395;23.34895;21.11483;24.96235;22.84871;20.4399;16.11856;22.97546;13;13;0;267.45;2741400000;96;"P06748;P06748-2;P06748-3;E5RGW4;E5RI98";"P06748;P06748-2;P06748-3";Nucleophosmin;;;;;;;;;;;;
NPR1;19.84466;17.69414;20.97288;17.92109;21.69943;17.83578;19.98815;19.80697;21.23497;21.79709;19.94453;17.35922;20.32926;18.58864;18.46412;25.33831;23.13322;19.14292;16.56778;18.2306;17.32246;18.06245;17.99689;18.79153;33;28;0;112.72;1350500000;94;"P16066;P25092;P51841;Q02846;O75343";P16066;Atrial natriuretic peptide receptor 1;;;;;;;;;;;;
"NPTN;DKFZp566H1924";22.19592;19.77737;22.30042;22.74398;23.26985;22.25197;24.16285;22.67777;21.70721;22.39613;21.27344;22.75154;22.30254;22.37058;20.08031;22.08414;24.71973;20.83954;21.18695;23.06247;23.06145;22.15428;19.84405;22.59955;9;9;0;94.773;2440400000;129;"Q9Y639;Q9Y639-1;Q9UFM8;Q9Y639-3;Q9Y639-4;Q9Y639-5;H3BU51;H3BQ94";"Q9Y639;Q9Y639-1;Q9UFM8;Q9Y639-3;Q9Y639-4;Q9Y639-5;H3BU51";Neuroplastin;;;;;;;;;;;;
NRAS;23.72119;21.36415;25.30567;23.65611;23.6212;22.91969;24.98163;23.14094;23.88623;24.79089;22.37419;23.82871;23.37398;24.36973;24.10213;24.2454;24.72645;22.35576;22.62429;22.82935;23.63356;23.80469;22.19268;23.24876;12;4;0;323.31;5381700000;173;"P01111;G3V4K2;G3V5T7";P01111;GTPase NRas;;;;;;;;;;;;
NSF;23.61189;21.83159;23.43632;23.67799;23.23888;23.17152;23.85091;21.26991;22.96902;22.9687;22.66193;24.85243;24.0141;22.82844;25.42624;23.14936;23.25393;23.84948;24.13829;24.57917;24.22839;22.22609;15.98383;23.12785;45;44;0;156.68;4695400000;303;"P46459;I3L0N3;P46459-2;I3L2G1;I3L0L3;K7EQD6;I3L338;I3L4Q9";"P46459;I3L0N3;P46459-2";Vesicle-fusing ATPase;;;;;;;;;;;;
NSFL1C;23.82736;24.48922;21.39194;18.81126;22.8226;20.95957;22.19292;22.28458;22.64832;22.33694;21.73111;22.02975;21.67582;21.06802;21.70341;20.08667;20.50232;22.49967;19.88508;21.72787;21.71536;20.26339;16.89937;22.30168;19;19;0;164.73;1212800000;109;"Q9UNZ2;Q9UNZ2-5;Q9UNZ2-6;F2Z2K0;Q9UNZ2-4;R4GNE6";"Q9UNZ2;Q9UNZ2-5;Q9UNZ2-6;F2Z2K0;Q9UNZ2-4";NSFL1 cofactor p47;;;;;;;;;;;;
